hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_month_num,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,latitude,longitude
City Hotel,0,260,2022,August,8,6,25,4,2,4,0,1,FB,DEU,Corporate,TA/TO,0,2,1,H,B,1,No Deposit,8,,8,Transient,117.98069257353967,0,2,Check-Out,2022-03-29,31.14203115882526,121.51540468434825
City Hotel,1,252,2022,February,6,51,11,3,13,3,3,1,FB,GBR,Offline TA,Direct,0,2,3,A,A,3,No Deposit,15,,18,Contract,420.84276819105537,2,4,Canceled,2023-01-02,31.115431418754426,121.41064855186907
City Hotel,1,292,2023,September,9,35,18,2,10,4,3,1,FB,FRA,Direct,Direct,0,2,3,E,F,4,No Deposit,6,,9,Transient,284.0062832375211,2,4,Canceled,2023-07-16,31.191486608453275,121.40052811707656
Resort Hotel,0,169,2022,February,11,49,23,3,7,1,2,1,SC,PRT,Online TA,TA/TO,0,1,0,B,B,1,No Deposit,9,,24,Transient,124.65731690116179,2,0,Check-Out,2023-10-21,31.12657546888444,121.46223246447943
City Hotel,0,321,2023,February,12,48,24,3,5,3,2,1,BB,USA,Corporate,Corporate,0,1,2,E,C,0,No Deposit,12,4,4,Transient,364.42909907288714,2,4,Check-Out,2022-01-05,31.164376575576302,121.53823124716926
Resort Hotel,0,233,2023,December,6,8,20,1,4,3,1,0,BB,CHN,Offline TA,TA/TO,0,0,1,D,A,3,No Deposit,3,,10,Contract,243.558954962828,0,3,Check-Out,2023-02-28,31.118287820772878,121.4741289389279
City Hotel,0,108,2023,August,2,7,22,0,11,4,0,1,SC,ESP,Online TA,Corporate,0,1,3,B,G,4,No Deposit,14,,2,Transient,446.3587274440095,1,3,Check-Out,2022-11-09,31.282389369677958,121.52611796136026
City Hotel,0,316,2023,October,11,16,23,4,9,1,3,0,SC,DEU,Offline TA,Corporate,0,2,3,C,H,3,No Deposit,8,,12,Group,418.97575227947345,1,0,Check-Out,2023-02-11,31.151171595250094,121.56985913934629
Resort Hotel,0,291,2023,January,11,17,1,1,2,2,2,0,SC,USA,Direct,TA/TO,0,0,3,H,F,2,No Deposit,15,,8,Transient,389.3166857119293,0,3,Check-Out,2022-02-13,31.115971371405006,121.58921987346818
Resort Hotel,1,272,2022,December,9,3,8,3,3,2,1,0,SC,DEU,Corporate,Corporate,0,2,4,D,A,2,Refundable,9,,27,Transient-Party,424.1941620996717,0,4,Canceled,2022-07-19,31.14509727618366,121.55650377037023
Resort Hotel,0,358,2023,November,9,37,10,0,8,2,1,1,FB,USA,Online TA,Corporate,0,1,1,E,H,1,No Deposit,12,,13,Transient,456.6041217131737,0,0,Check-Out,2023-11-02,31.152773011073748,121.57197914451962
Resort Hotel,0,360,2023,August,1,41,14,0,0,2,2,0,SC,GBR,Groups,Corporate,0,2,0,G,D,4,Refundable,7,,28,Transient,477.7329270186109,0,0,No-Show,2022-09-03,31.111178245585396,121.41525377057927
City Hotel,1,80,2022,July,10,44,18,1,10,3,3,1,HB,CHN,Groups,Corporate,0,2,4,H,C,4,No Deposit,6,,5,Transient-Party,202.7676171067485,1,3,Canceled,2023-02-06,31.116939873927645,121.53368450588017
Resort Hotel,0,125,2023,January,5,33,18,1,14,2,3,0,SC,GBR,Online TA,Direct,0,2,0,D,B,1,No Deposit,17,,3,Transient,166.75932737549027,0,2,Check-Out,2022-04-08,31.101062263955484,121.51901715015316
Resort Hotel,1,14,2023,January,10,37,13,1,8,4,1,1,FB,USA,Corporate,Direct,0,1,3,E,A,4,No Deposit,7,9,9,Transient,110.3437725671946,2,2,Canceled,2022-06-04,31.217242504633862,121.43616614052232
City Hotel,0,143,2023,March,11,3,26,1,11,3,0,1,BB,ITA,Groups,Direct,0,1,4,D,G,4,Refundable,5,,7,Transient-Party,258.28485393392566,2,1,Check-Out,2022-10-23,31.292887861231844,121.55338345498691
City Hotel,0,294,2022,March,2,29,20,1,14,4,3,0,SC,CHN,Groups,Corporate,0,2,1,H,C,2,No Deposit,11,,10,Transient,492.6681705606916,1,0,Check-Out,2022-03-12,31.285887970841113,121.42434399766977
Resort Hotel,1,204,2023,June,9,31,22,3,1,3,0,0,BB,GBR,Online TA,Direct,1,0,3,A,G,1,No Deposit,3,,9,Transient-Party,221.61209151008214,0,0,Canceled,2023-03-01,31.29779186575236,121.50011738414067
Resort Hotel,0,74,2022,November,2,14,17,0,2,4,1,0,SC,CHN,Offline TA,TA/TO,0,0,4,G,D,0,Refundable,20,,4,Transient-Party,359.2758468656201,2,2,Check-Out,2022-11-02,31.188021205794257,121.42379098750256
Resort Hotel,0,120,2023,September,2,4,1,3,8,4,2,1,BB,CHN,Online TA,Direct,0,0,1,B,E,3,No Deposit,19,,3,Transient,190.9837098674801,2,0,Check-Out,2023-11-20,31.133261996288464,121.49556433776884
Resort Hotel,0,181,2022,April,3,29,10,2,1,1,1,1,SC,ESP,Online TA,Direct,0,1,1,A,H,1,No Deposit,11,,16,Transient,232.49766069659466,2,3,Check-Out,2022-02-05,31.222563796234457,121.50457881570034
Resort Hotel,0,178,2023,January,2,8,20,1,1,1,1,0,BB,CHN,Online TA,Direct,0,2,3,B,E,4,No Deposit,5,,25,Transient,448.0530002447156,1,4,Check-Out,2023-03-15,31.236771057939947,121.5039535515552
Resort Hotel,0,204,2023,September,1,27,11,0,3,2,1,0,FB,ESP,Offline TA,TA/TO,0,2,0,C,D,1,No Deposit,9,,2,Transient,138.98771054593269,0,3,Check-Out,2022-05-18,31.202856683781718,121.5972906069801
City Hotel,0,122,2023,March,5,43,14,1,14,3,3,1,FB,ESP,Offline TA,TA/TO,0,0,0,A,C,1,No Deposit,6,7,27,Group,331.28309380927516,0,2,Check-Out,2023-08-17,31.20011004871288,121.5010872243064
Resort Hotel,0,61,2023,April,7,32,9,1,0,1,2,1,SC,ESP,Groups,Direct,0,0,1,E,G,3,No Deposit,8,,29,Transient,490.428209044611,1,1,Check-Out,2023-12-27,31.240808154411255,121.48822767015119
Resort Hotel,1,234,2023,October,5,32,25,0,7,3,2,0,HB,ESP,Groups,TA/TO,0,0,0,C,E,2,No Deposit,7,,24,Transient,365.3197175380119,2,1,Canceled,2023-07-26,31.197459080575005,121.54396713615547
Resort Hotel,0,277,2023,November,2,23,22,4,4,3,2,1,BB,CHN,Corporate,Corporate,0,2,0,G,D,2,No Deposit,11,,20,Transient,487.9342382156544,2,3,Check-Out,2022-07-09,31.162398877137598,121.46065159854992
City Hotel,0,162,2023,January,4,27,4,2,5,3,1,0,BB,GBR,Offline TA,Direct,0,0,1,A,G,2,No Deposit,10,,14,Transient-Party,189.16389517907427,1,1,Check-Out,2023-01-26,31.15112450191485,121.52512145276972
City Hotel,0,94,2023,August,5,5,2,3,6,3,3,1,SC,FRA,Corporate,Corporate,1,2,4,F,G,3,No Deposit,2,,27,Transient-Party,438.1371837101979,2,1,Check-Out,2022-09-28,31.239134877734127,121.45095445694363
City Hotel,0,20,2023,October,8,17,5,1,11,4,0,0,BB,ITA,Offline TA,TA/TO,0,1,3,F,C,4,No Deposit,2,5,18,Transient,268.4010108999572,2,4,Check-Out,2023-05-24,31.156180942966998,121.4687732794224
City Hotel,0,146,2022,May,8,13,23,1,6,4,3,1,BB,PRT,Direct,Direct,0,2,2,G,D,4,Refundable,14,,10,Transient,93.02122528568273,0,0,Check-Out,2023-07-27,31.10144409137965,121.46878579709718
Resort Hotel,0,333,2022,April,11,22,15,1,10,2,1,0,SC,GBR,Online TA,TA/TO,0,0,2,A,F,3,No Deposit,2,,20,Transient,361.1455028178277,2,4,Check-Out,2023-04-28,31.109893413816,121.44842299152657
Resort Hotel,0,11,2022,October,11,7,4,3,6,2,2,1,HB,GBR,Corporate,Corporate,0,0,3,C,H,4,No Deposit,5,,4,Transient,139.35184099878393,2,3,Check-Out,2022-04-30,31.11811429249814,121.41028197338083
City Hotel,0,182,2023,October,8,32,29,0,0,1,2,0,SC,GBR,Offline TA,TA/TO,0,2,1,B,C,3,Non Refund,10,,22,Transient,406.38417963640256,0,1,Check-Out,2022-09-17,31.209954995907495,121.55670550279501
Resort Hotel,1,277,2023,October,10,35,6,2,8,2,2,1,HB,CHN,Groups,Corporate,0,1,2,H,A,0,No Deposit,15,,17,Transient,412.21357218943035,0,2,Canceled,2022-09-19,31.258924454808703,121.55190509566117
Resort Hotel,0,107,2023,December,10,4,28,2,6,4,0,0,BB,GBR,Groups,TA/TO,1,1,4,E,A,3,No Deposit,2,,1,Transient-Party,231.4106674297541,2,1,Check-Out,2022-05-13,31.19844416969472,121.5979065367655
City Hotel,0,245,2022,February,11,45,21,1,8,2,2,0,SC,GBR,Direct,Corporate,0,2,4,C,G,0,Refundable,8,,26,Transient,475.40118719912977,2,1,Check-Out,2023-01-02,31.284033564511308,121.4341582938483
City Hotel,0,342,2022,October,8,24,22,2,7,4,3,1,BB,ITA,Offline TA,Corporate,0,0,0,H,A,1,Non Refund,3,,21,Transient,498.12421289620465,0,0,Check-Out,2023-11-10,31.2569070778557,121.5760917909845
City Hotel,0,53,2022,December,11,34,23,2,6,4,2,0,BB,ESP,Direct,Direct,0,1,0,A,D,4,No Deposit,8,1,9,Transient,172.8432177996838,2,3,Check-Out,2023-02-23,31.183606334277545,121.42341973361603
Resort Hotel,0,112,2023,March,12,40,26,1,11,3,1,1,FB,CHN,Direct,Corporate,0,2,0,H,E,4,No Deposit,5,,16,Transient,320.0778564120242,1,0,Check-Out,2022-12-24,31.247251792938876,121.45586900887878
City Hotel,1,253,2023,July,12,24,15,4,2,4,1,1,HB,CHN,Corporate,Corporate,0,0,0,C,C,0,No Deposit,,,15,Transient,381.5987620423986,0,4,Canceled,2023-05-05,31.179181720739237,121.42462689150013
City Hotel,0,151,2023,September,9,36,11,0,8,1,2,0,SC,ESP,Offline TA,Direct,0,1,4,C,H,1,Refundable,,,14,Transient,426.614618326736,0,0,Check-Out,2022-02-02,31.204505572000848,121.4149329200591
City Hotel,0,350,2023,August,8,34,28,1,10,4,0,0,FB,USA,Corporate,Corporate,0,0,2,H,A,3,No Deposit,9,,3,Transient,441.62633645724446,2,2,No-Show,2023-05-14,31.26701702936828,121.47938197830292
City Hotel,0,109,2022,September,3,7,24,1,4,1,0,1,FB,GBR,Corporate,TA/TO,0,0,2,C,C,2,No Deposit,20,,1,Transient,156.42965097606418,0,4,Check-Out,2023-10-02,31.24739692746408,121.54582537316536
Resort Hotel,0,190,2022,January,9,35,6,4,12,4,1,1,FB,USA,Direct,Corporate,0,2,1,B,C,3,No Deposit,13,,1,Transient,181.6377681209702,1,1,Check-Out,2023-09-15,31.269771032153027,121.44117443141538
Resort Hotel,0,276,2022,February,6,18,15,4,12,4,1,0,SC,ITA,Offline TA,TA/TO,0,0,0,E,B,0,Refundable,2,,24,Transient,227.2833154447314,1,4,Check-Out,2022-03-29,31.221470749795245,121.44656595410733
Resort Hotel,1,96,2022,March,3,1,15,0,11,4,0,1,HB,ITA,Direct,Direct,0,1,4,G,B,1,Refundable,15,,0,Transient,249.1128747500621,2,4,Canceled,2023-02-19,31.239983027398974,121.45675506339147
City Hotel,0,330,2023,November,7,36,5,1,4,3,2,1,HB,PRT,Online TA,Corporate,0,0,1,C,B,2,No Deposit,5,,28,Transient,329.7628519666513,0,0,Check-Out,2022-10-13,31.277662877888964,121.4708933532724
Resort Hotel,0,36,2023,June,1,32,15,3,6,1,3,0,HB,DEU,Offline TA,Corporate,0,0,4,D,A,2,No Deposit,4,2,12,Transient-Party,318.86190277292536,1,3,Check-Out,2022-03-29,31.168886445680382,121.4555242882915
City Hotel,1,245,2022,September,1,40,24,1,2,2,1,0,BB,PRT,Corporate,TA/TO,0,0,1,F,E,3,No Deposit,13,3,9,Transient,361.8877019263722,0,4,Canceled,2022-09-02,31.138874691514484,121.50047819300075
Resort Hotel,1,73,2023,July,8,49,30,1,14,3,3,0,BB,ESP,Offline TA,Direct,0,1,4,F,F,0,Non Refund,11,8,4,Transient,228.4831906728152,2,1,Canceled,2023-01-16,31.13436880622033,121.41725323184832
City Hotel,0,200,2022,March,12,13,18,3,0,3,2,1,FB,FRA,Groups,Corporate,0,0,1,D,E,2,No Deposit,18,,3,Transient,483.3185182503356,1,1,Check-Out,2022-05-26,31.208714580106694,121.43455388036854
Resort Hotel,0,249,2022,August,4,51,3,2,0,3,1,0,FB,ESP,Offline TA,Corporate,0,0,4,A,D,4,No Deposit,1,,19,Transient,234.90707524312012,1,1,Check-Out,2023-06-10,31.10010724293578,121.46558642809961
Resort Hotel,0,24,2023,February,10,21,6,4,11,3,3,0,BB,ITA,Direct,Corporate,0,2,0,E,E,4,Refundable,17,,3,Transient,374.8005379786473,0,4,Check-Out,2022-05-16,31.299828767485817,121.59643144604823
Resort Hotel,1,204,2023,April,6,32,13,0,7,2,1,0,BB,CHN,Offline TA,Direct,0,1,2,E,F,2,Refundable,18,,14,Contract,145.92107554462422,2,2,Canceled,2022-01-25,31.241846021233833,121.56534492838014
Resort Hotel,0,37,2022,November,4,4,26,3,8,2,3,0,HB,ESP,Groups,Corporate,0,2,3,F,F,4,Non Refund,12,,21,Transient,205.29433595011045,1,0,Check-Out,2022-11-13,31.113672197103124,121.55364084519356
City Hotel,0,246,2023,October,7,50,4,0,5,4,2,1,SC,DEU,Groups,Direct,1,2,4,F,H,3,No Deposit,18,,2,Transient,58.499090474972135,2,0,Check-Out,2023-05-23,31.292779114148715,121.529942306602
City Hotel,1,63,2023,October,3,31,10,0,0,3,0,0,BB,FRA,Online TA,Corporate,0,2,3,B,F,0,No Deposit,9,,22,Transient,291.5113173630274,0,1,Canceled,2022-11-23,31.283420682614434,121.44477180564576
City Hotel,0,5,2022,December,2,17,19,0,12,2,2,1,HB,CHN,Direct,Corporate,0,2,2,E,E,4,No Deposit,4,,13,Transient,463.462775491884,1,2,Check-Out,2023-01-09,31.155379174305665,121.57400575043742
Resort Hotel,0,13,2023,November,10,28,13,0,1,2,3,0,SC,DEU,Groups,TA/TO,0,0,4,F,A,1,No Deposit,5,,23,Transient,311.00025389108896,0,1,Check-Out,2023-07-26,31.222782879337267,121.40421335288407
Resort Hotel,0,220,2023,November,4,25,15,4,3,3,0,1,HB,CHN,Offline TA,TA/TO,0,0,3,F,A,3,Refundable,2,,22,Group,316.6821924378429,1,4,Check-Out,2023-09-10,31.22431697762015,121.46188740676683
Resort Hotel,0,339,2022,December,5,43,29,2,11,4,1,1,FB,CHN,Corporate,Direct,0,2,0,C,F,1,No Deposit,3,,7,Transient,332.37267528768285,1,1,Check-Out,2023-04-30,31.119339124534353,121.59698479726596
Resort Hotel,0,149,2022,November,12,3,11,2,8,1,1,0,FB,GBR,Offline TA,Direct,0,1,1,D,F,2,Non Refund,1,,2,Transient,181.4743192015876,0,3,Check-Out,2022-04-05,31.151222426392216,121.57625163078701
Resort Hotel,0,273,2022,April,10,12,20,1,4,4,1,1,SC,CHN,Offline TA,Corporate,0,2,2,B,H,0,Refundable,15,,17,Transient,152.48530727725756,2,3,Check-Out,2022-05-03,31.233236896012365,121.51682055814138
City Hotel,1,44,2022,March,3,22,24,4,3,1,2,1,FB,FRA,Groups,Corporate,0,1,3,E,H,4,No Deposit,13,,9,Transient,198.39015746692385,0,3,Canceled,2023-05-15,31.16769398320197,121.59156800420871
Resort Hotel,1,283,2022,February,4,17,15,2,1,2,3,1,BB,FRA,Online TA,Corporate,0,2,2,G,D,3,No Deposit,3,,18,Transient,355.39217808759076,1,1,Canceled,2022-06-28,31.174361245210005,121.47219557944484
Resort Hotel,0,144,2022,December,9,36,2,0,13,2,3,0,HB,USA,Corporate,TA/TO,0,0,4,C,C,2,No Deposit,3,6,15,Transient-Party,269.75045540975077,0,0,Check-Out,2022-01-11,31.18203143925492,121.58401478126977
City Hotel,1,162,2022,April,11,23,29,1,7,3,0,0,SC,ESP,Groups,Direct,0,0,1,G,G,0,No Deposit,13,,26,Transient,498.9529318672489,1,3,Canceled,2022-07-12,31.296198581031813,121.5398899275569
Resort Hotel,0,224,2022,January,3,52,30,2,11,3,2,1,HB,CHN,Corporate,Corporate,0,2,1,D,E,0,No Deposit,11,,19,Contract,475.6667418633537,1,1,Check-Out,2022-06-05,31.200609874290073,121.57044298909008
City Hotel,1,91,2023,July,11,30,13,3,8,4,0,0,SC,DEU,Groups,TA/TO,0,2,3,F,F,0,No Deposit,8,7,6,Transient-Party,408.4179209172778,2,2,Canceled,2023-10-04,31.153101897384072,121.42801883339565
Resort Hotel,1,20,2023,June,4,25,1,0,3,1,2,1,SC,FRA,Online TA,Corporate,0,1,4,E,B,2,No Deposit,7,,3,Transient,148.02555487665455,2,4,Canceled,2022-09-21,31.25623131781272,121.58652117130816
Resort Hotel,1,48,2022,October,9,49,14,1,1,2,3,0,SC,GBR,Groups,Corporate,0,1,3,B,D,1,No Deposit,14,9,24,Transient,314.78777332069967,2,4,Canceled,2022-07-14,31.115196418029765,121.564710534303
City Hotel,0,338,2023,May,7,11,16,2,0,1,1,0,HB,PRT,Online TA,Direct,0,1,4,E,B,0,No Deposit,18,,25,Transient-Party,446.06741811476655,2,2,Check-Out,2023-02-21,31.157395957045132,121.5393128670356
City Hotel,1,227,2023,November,3,41,14,4,8,2,3,1,HB,DEU,Online TA,TA/TO,0,2,4,G,B,3,No Deposit,13,8,9,Transient,129.85559944765728,1,4,Canceled,2022-01-29,31.113019680283667,121.51338741996959
Resort Hotel,0,91,2023,July,8,2,24,4,5,1,0,1,BB,GBR,Offline TA,Corporate,0,0,0,D,D,1,No Deposit,3,,19,Transient,175.04888716473198,0,3,Check-Out,2023-11-04,31.194450279043547,121.54252013644302
Resort Hotel,0,110,2023,February,9,10,15,2,11,4,0,1,FB,ESP,Direct,Direct,0,0,0,G,H,4,No Deposit,13,,13,Transient,332.9173150201909,2,4,Check-Out,2022-02-18,31.110592123372946,121.51477475437058
Resort Hotel,1,164,2023,March,12,16,29,0,3,4,3,1,HB,ITA,Corporate,TA/TO,0,2,2,C,F,4,No Deposit,7,,29,Transient,489.7789328496592,0,1,Canceled,2022-01-22,31.259410293872907,121.5282060159876
Resort Hotel,0,339,2023,April,10,7,29,0,11,1,3,0,FB,DEU,Online TA,TA/TO,0,0,1,F,C,1,No Deposit,17,,15,Transient-Party,282.18851698673336,1,3,Check-Out,2022-11-07,31.270345766324752,121.42279965605906
City Hotel,0,34,2023,November,3,28,12,0,11,3,0,1,BB,ITA,Groups,Corporate,0,1,0,H,D,0,Refundable,14,,19,Transient-Party,471.16706026478244,1,2,Check-Out,2022-07-07,31.13256184134304,121.54193922976032
City Hotel,0,207,2023,May,4,34,6,2,11,3,0,1,HB,DEU,Offline TA,Direct,0,2,0,E,H,4,No Deposit,13,,14,Transient,229.50335975213943,1,3,Check-Out,2022-12-26,31.151704681921032,121.43836446234958
Resort Hotel,0,109,2022,March,7,46,29,4,6,3,1,0,BB,ITA,Direct,Direct,0,2,2,H,F,1,No Deposit,9,,2,Transient,301.3264596920885,1,3,Check-Out,2023-10-11,31.209807098616178,121.5051162063077
City Hotel,0,202,2022,November,3,14,10,1,5,1,3,1,HB,FRA,Offline TA,Direct,0,1,1,B,G,0,No Deposit,13,,28,Transient,169.5588335202413,2,2,Check-Out,2023-02-19,31.198120819392603,121.58559923346799
Resort Hotel,0,211,2022,January,6,51,4,2,6,3,1,1,FB,ITA,Corporate,Corporate,0,2,0,F,F,4,No Deposit,4,,26,Transient,317.82430686593847,2,2,Check-Out,2022-12-26,31.107977149572534,121.43333529360591
Resort Hotel,0,190,2022,May,1,14,26,0,7,3,1,0,BB,CHN,Online TA,Direct,1,1,4,H,F,4,No Deposit,13,,17,Transient,475.06647475924666,2,2,No-Show,2023-10-21,31.266204572973027,121.43490490724702
City Hotel,0,73,2022,September,9,14,9,0,8,4,2,0,FB,ITA,Corporate,Corporate,0,2,3,G,H,1,No Deposit,6,6,7,Group,458.2736034795206,0,0,Check-Out,2023-09-10,31.11099395336798,121.58540508973685
City Hotel,0,95,2022,April,7,26,15,3,2,2,2,0,BB,DEU,Corporate,TA/TO,0,2,1,C,H,1,No Deposit,4,,13,Transient,393.8340933266175,1,4,Check-Out,2022-04-25,31.21173226558349,121.42148541847178
Resort Hotel,0,148,2022,February,2,8,26,2,13,3,1,1,SC,FRA,Offline TA,Corporate,0,1,2,F,H,2,Non Refund,7,,25,Transient-Party,390.9154827810986,1,0,Check-Out,2023-01-13,31.268884802778924,121.42591724597182
City Hotel,0,103,2023,May,8,5,24,0,7,2,1,0,FB,ITA,Corporate,Direct,0,1,0,A,D,1,No Deposit,10,,2,Transient,93.20286514208092,2,4,Check-Out,2022-08-26,31.26822407594693,121.47213914486248
City Hotel,1,265,2022,December,6,10,18,2,13,2,0,0,BB,GBR,Offline TA,Corporate,0,0,1,C,D,2,No Deposit,17,,4,Transient,353.98469160718184,0,4,Canceled,2023-08-16,31.170639272833892,121.48673139925246
Resort Hotel,0,318,2023,September,1,18,23,3,14,1,2,1,FB,FRA,Offline TA,Corporate,0,1,2,C,C,3,No Deposit,1,3,7,Transient,453.09150429527716,1,4,No-Show,2023-01-19,31.16890267135178,121.58294120618318
City Hotel,0,28,2023,October,11,24,27,0,9,1,3,0,BB,ESP,Online TA,Direct,0,2,0,F,A,4,Refundable,18,,2,Group,472.856308823478,0,0,No-Show,2022-08-10,31.239218931519563,121.46723663057229
City Hotel,0,238,2023,February,5,6,8,3,14,2,2,0,FB,ITA,Groups,TA/TO,1,0,4,G,E,4,Refundable,8,,21,Transient-Party,315.9948450301187,1,2,Check-Out,2023-11-21,31.102950927890646,121.53338972406767
City Hotel,0,39,2022,March,11,34,1,2,5,4,3,0,SC,PRT,Online TA,TA/TO,0,1,1,C,G,2,No Deposit,6,,17,Transient-Party,219.04066160225398,2,3,Check-Out,2023-06-09,31.1090480948879,121.41580996284914
Resort Hotel,1,223,2023,October,5,19,19,3,2,4,2,1,SC,ESP,Online TA,Corporate,0,2,1,H,C,4,No Deposit,16,,10,Contract,418.4787185392828,1,3,Canceled,2022-12-19,31.2631530403568,121.4286573834168
Resort Hotel,0,329,2023,May,5,41,25,2,2,3,0,0,BB,USA,Online TA,Corporate,0,0,0,C,E,2,No Deposit,8,,24,Transient,219.07490407913048,0,1,Check-Out,2022-10-31,31.173228386391546,121.51400892967071
Resort Hotel,1,364,2023,July,1,16,26,3,7,3,2,1,SC,CHN,Corporate,TA/TO,0,1,1,D,C,1,No Deposit,9,,13,Transient,362.121338561048,2,1,Canceled,2022-08-14,31.143171140051155,121.51263350227362
City Hotel,0,162,2023,September,2,42,3,3,7,1,1,1,FB,ITA,Direct,Direct,1,1,4,C,C,3,No Deposit,,,20,Transient,89.33918431601961,0,1,Check-Out,2023-03-19,31.227845506647615,121.55933720188791
City Hotel,0,126,2022,March,6,35,10,1,5,4,0,0,BB,ITA,Direct,Direct,0,2,1,D,C,3,No Deposit,19,,26,Transient,407.2388802507479,1,2,Check-Out,2022-01-03,31.12588964298486,121.58535125263496
City Hotel,0,94,2023,January,1,33,19,3,5,4,0,0,HB,ESP,Corporate,Direct,0,0,1,A,F,1,Refundable,2,,25,Transient,424.76066852069533,2,1,Check-Out,2022-01-19,31.128113410820802,121.43275418789506
City Hotel,0,191,2022,June,6,13,24,2,4,2,1,0,HB,FRA,Online TA,Corporate,0,1,4,F,D,4,No Deposit,11,,22,Transient,446.72174517920774,0,4,Check-Out,2023-04-11,31.14485935374968,121.56256092403044
Resort Hotel,0,105,2022,February,10,41,25,0,2,1,3,0,FB,GBR,Online TA,TA/TO,0,2,3,A,D,1,No Deposit,17,7,4,Transient,481.56730511254364,0,2,Check-Out,2022-06-19,31.15495732206411,121.51922235045556
Resort Hotel,1,231,2022,October,11,12,8,2,4,3,2,0,HB,CHN,Corporate,TA/TO,0,0,0,H,F,1,Refundable,18,9,15,Transient,482.79389160586396,2,3,Canceled,2023-02-24,31.280351138911847,121.4696966617808
Resort Hotel,1,201,2023,November,12,11,18,1,6,2,2,0,BB,ESP,Offline TA,Direct,0,1,1,A,D,3,Refundable,6,,15,Transient-Party,131.90634718377623,2,3,Canceled,2022-04-19,31.10533239590591,121.56066676323519
City Hotel,1,341,2023,September,2,11,19,1,8,1,1,0,SC,CHN,Offline TA,TA/TO,0,1,0,G,H,3,No Deposit,20,7,29,Transient,477.99903162183824,1,0,Canceled,2022-02-14,31.12612251066162,121.54751819092039
Resort Hotel,0,229,2023,September,6,34,21,1,4,4,3,0,SC,FRA,Online TA,TA/TO,0,2,0,F,A,2,No Deposit,12,,15,Transient-Party,171.39364390145522,0,3,Check-Out,2023-06-20,31.17252950762328,121.43689759973766
City Hotel,1,23,2022,February,1,39,16,2,5,3,2,0,HB,CHN,Offline TA,Direct,0,2,4,G,G,3,No Deposit,8,,11,Contract,411.30066846960915,0,0,Canceled,2022-05-29,31.195084589233904,121.59287967411609
Resort Hotel,0,198,2022,December,7,3,21,2,13,4,3,0,BB,ESP,Direct,Direct,0,2,2,B,H,0,No Deposit,18,9,16,Transient,126.3417734420962,2,3,Check-Out,2022-04-22,31.11404648633022,121.43165831679434
City Hotel,0,233,2022,February,5,24,14,0,2,1,3,0,SC,CHN,Offline TA,Corporate,0,2,3,D,B,0,No Deposit,15,,5,Transient,457.2995717948583,2,4,Check-Out,2022-07-02,31.270177692576794,121.58839191867739
Resort Hotel,1,117,2022,July,2,34,22,1,12,2,1,1,BB,ESP,Corporate,Direct,0,0,2,B,E,3,No Deposit,6,6,9,Transient,349.6765462254538,0,0,Canceled,2022-07-01,31.12528382645446,121.4145338916012
Resort Hotel,0,210,2023,February,5,10,28,3,5,4,1,1,SC,CHN,Direct,Corporate,0,0,4,E,B,0,No Deposit,,,16,Transient,214.33415266105575,1,4,Check-Out,2023-04-01,31.27308804841509,121.58856902985997
Resort Hotel,1,114,2023,September,6,43,26,2,9,1,1,0,SC,CHN,Offline TA,Direct,1,1,3,E,E,2,Refundable,6,10,23,Transient,349.64566722098135,1,4,Canceled,2023-08-31,31.19902315489773,121.45529468595933
Resort Hotel,0,167,2022,July,9,14,21,2,1,1,1,0,SC,FRA,Offline TA,Corporate,0,0,2,G,H,1,No Deposit,19,,5,Transient,258.7809510956696,0,0,Check-Out,2023-12-02,31.273792610804612,121.57090852794063
Resort Hotel,1,12,2022,March,4,10,30,0,11,1,3,0,BB,CHN,Groups,TA/TO,0,0,0,F,D,3,No Deposit,9,,5,Transient-Party,393.34537528011293,2,0,Canceled,2022-03-09,31.215756097846956,121.57061650133699
City Hotel,1,336,2022,February,11,42,22,0,13,4,3,1,FB,USA,Online TA,Direct,0,1,3,A,E,0,Non Refund,12,,29,Transient-Party,101.00987402045965,2,0,Canceled,2022-05-12,31.276538557696277,121.4628919280941
City Hotel,1,320,2023,November,9,37,16,1,11,2,2,1,SC,PRT,Offline TA,Corporate,0,2,4,C,H,3,No Deposit,1,,1,Transient,375.89814378672344,0,4,Canceled,2023-01-05,31.283392487796508,121.50959234168815
Resort Hotel,0,228,2022,February,9,8,17,1,1,3,1,1,FB,USA,Offline TA,Direct,0,1,0,G,G,4,No Deposit,2,,12,Transient,189.237240197488,2,0,Check-Out,2023-09-05,31.248821386290224,121.42327194274505
