hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_month_num,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,latitude,longitude,arrival_date,arrival_dayofweek,arrival_quarter,arrival_is_weekend,total_nights,weekend_ratio,total_guests,has_children,lead_time_group,avg_price_month_hotel,price_ratio,customer_Contract,customer_Group,customer_Transient,customer_Transient-Party,market_Corporate,market_Direct,market_Groups,market_Offline TA,market_Online TA,is_returning_customer,season,season_autumn,season_spring,season_summer,season_winter,is_peak_season,total_price
City Hotel,0,179,2022,April,4,43,18,1,12,1,0,0,FB,ESP,Groups,Corporate,0,0,3,A,C,0,Refundable,8.0,5.0,18,Transient,440.6807540679498,0,1,Check-Out,2023-08-11,31.16407986722557,121.476764711841,2022-04-18,0,2,0,13,0.07692307692307693,1,0,three_months,276.53648823434116,1.593571817164722,False,False,True,False,False,False,True,False,False,0,spring,False,True,False,False,0,5728.849802883347
Resort Hotel,0,189,2023,April,4,9,6,4,7,2,0,1,BB,GBR,Corporate,Corporate,0,0,3,F,E,2,Refundable,18.0,5.0,27,Contract,353.8667126150174,1,2,Check-Out,2023-06-29,31.20223818417689,121.42094121294824,2023-04-06,3,2,0,11,0.36363636363636365,3,1,six_months,277.36235236957344,1.275828206646824,True,False,False,False,True,False,False,False,False,0,spring,False,True,False,False,0,3892.533838765191
Resort Hotel,1,85,2023,October,10,11,4,4,14,4,0,0,FB,DEU,Groups,Corporate,0,2,0,H,C,3,Refundable,15.0,5.0,28,Transient,369.4299069178925,2,4,Canceled,2022-11-13,31.267566096529197,121.42062430642792,2023-10-04,2,4,0,18,0.2222222222222222,4,0,one_month,281.86645522625616,1.3106558090474034,False,False,True,False,False,False,True,False,False,0,autumn,True,False,False,False,0,6649.738324522064
City Hotel,0,180,2022,September,9,42,1,1,5,2,1,0,FB,GBR,Offline TA,Direct,0,0,1,B,H,4,No Deposit,10.0,5.0,21,Transient,189.28260470662505,2,2,Check-Out,2023-12-23,31.15651750055137,121.51147345694736,2022-09-01,3,3,0,6,0.16666666666666666,3,1,three_months,273.82474692349155,0.6912545591049587,False,False,True,False,False,False,False,True,False,0,autumn,True,False,False,False,0,1135.6956282397502
Resort Hotel,0,292,2022,March,3,37,17,4,9,4,1,1,SC,DEU,Groups,Corporate,0,0,0,H,E,3,No Deposit,12.0,3.0,6,Transient,361.9191064297361,0,2,Check-Out,2023-12-30,31.192115535147455,121.456434615566,2022-03-17,3,1,0,13,0.3076923076923077,6,1,six_months,295.855907985199,1.2232951807331902,False,False,True,False,False,False,True,False,False,0,spring,False,True,False,False,0,4704.9483835865685
Resort Hotel,0,172,2022,January,1,51,28,3,9,1,2,0,BB,CHN,Offline TA,Corporate,0,2,3,H,G,3,No Deposit,20.0,5.0,4,Group,69.49608778881854,0,0,Check-Out,2023-02-04,31.12731209033569,121.4073017841666,2022-01-28,4,1,0,12,0.25,3,1,three_months,279.1492093590357,0.2489567781631585,False,True,False,False,False,False,False,True,False,0,winter,False,False,False,True,1,833.9530534658224
Resort Hotel,0,126,2023,April,4,7,14,1,13,3,3,0,HB,ESP,Offline TA,TA/TO,0,1,3,D,B,3,No Deposit,4.0,5.0,11,Transient,82.50030378925364,1,1,Check-Out,2023-06-20,31.275292588310663,121.48354929853753,2023-04-14,4,2,0,14,0.07142857142857142,6,1,three_months,277.36235236957344,0.297445933395191,False,False,True,False,False,False,False,True,False,0,spring,False,True,False,False,0,1155.004253049551
Resort Hotel,1,3,2023,February,2,12,18,2,1,1,1,1,FB,GBR,Groups,Corporate,0,1,2,C,C,2,No Deposit,8.0,10.0,13,Transient,405.3597086260746,0,2,Canceled,2022-04-21,31.16437579378439,121.42353614073755,2023-02-18,5,1,1,3,0.6666666666666666,3,1,last_minute,288.53454791817074,1.404891412660351,False,False,True,False,False,False,True,False,False,0,winter,False,False,False,True,1,1216.0791258782237
City Hotel,1,316,2023,June,6,27,3,0,1,3,3,0,SC,USA,Groups,Direct,0,0,1,A,B,0,No Deposit,11.0,5.0,7,Contract,364.4136203353417,2,0,Canceled,2022-01-07,31.2313982826192,121.535129141214,2023-06-03,5,2,1,1,0.0,6,1,six_months,278.5631512174122,1.3081903286300964,True,False,False,False,False,False,True,False,False,0,summer,False,False,True,False,1,364.4136203353417
Resort Hotel,0,90,2022,March,3,33,21,4,7,4,0,0,BB,PRT,Groups,Direct,0,1,3,F,E,0,No Deposit,1.0,4.0,28,Transient,335.9998815536005,2,0,Check-Out,2022-07-14,31.28137476138123,121.50318324078648,2022-03-21,0,1,0,11,0.36363636363636365,4,0,one_month,295.855907985199,1.1356875846819656,False,False,True,False,False,False,True,False,False,0,spring,False,True,False,False,0,3695.9986970896057
City Hotel,1,102,2023,December,12,26,30,0,9,2,1,1,BB,CHN,Online TA,Direct,0,1,3,G,E,1,No Deposit,20.0,5.0,6,Transient,237.82343166203256,2,2,Canceled,2023-04-15,31.144202777551968,121.59676562000232,2023-12-30,5,4,1,9,0.0,4,1,three_months,300.80748627597126,0.79061673167218,False,False,True,False,False,False,False,False,True,0,winter,False,False,False,True,1,2140.410884958293
City Hotel,1,246,2022,December,12,8,3,4,9,4,0,0,FB,PRT,Offline TA,Direct,0,2,4,C,A,3,No Deposit,16.0,5.0,22,Transient,117.65251199697222,0,0,Canceled,2022-08-10,31.128025736347155,121.45788212606767,2022-12-03,5,4,1,13,0.3076923076923077,4,0,six_months,300.80748627597126,0.39112228705981644,False,False,True,False,False,False,False,True,False,0,winter,False,False,False,True,1,1529.4826559606388
City Hotel,0,208,2022,May,5,16,23,3,7,4,2,0,HB,GBR,Corporate,Corporate,0,1,4,C,C,3,No Deposit,19.0,5.0,16,Transient,385.06495706912506,0,0,Check-Out,2023-09-16,31.1526666752538,121.52288964656825,2022-05-23,0,2,0,10,0.3,6,1,six_months,280.51644474451695,1.3727001189531924,False,False,True,False,True,False,False,False,False,0,spring,False,True,False,False,0,3850.6495706912506
City Hotel,1,101,2022,June,6,19,28,2,12,2,2,1,FB,CHN,Groups,Direct,0,0,2,A,E,3,No Deposit,20.0,5.0,21,Transient,485.0699817596582,0,4,Canceled,2022-03-20,31.272532924637236,121.54553784895715,2022-06-28,1,2,0,14,0.14285714285714285,5,1,three_months,278.5631512174122,1.7413285987028202,False,False,True,False,False,False,True,False,False,0,summer,False,False,True,False,1,6790.979744635215
City Hotel,0,249,2023,April,4,29,20,0,3,3,3,1,SC,ITA,Online TA,Corporate,0,0,2,A,G,4,No Deposit,13.0,5.0,1,Transient,455.6423355981388,2,1,Check-Out,2022-08-07,31.21666041459163,121.498107207387,2023-04-20,3,2,0,3,0.0,7,1,six_months,276.53648823434116,1.6476752796977037,False,False,True,False,False,False,False,False,True,0,spring,False,True,False,False,0,1366.9270067944165
Resort Hotel,1,112,2023,November,11,19,30,4,0,2,1,0,BB,ITA,Groups,TA/TO,0,2,2,E,H,1,No Deposit,11.0,5.0,8,Transient,373.2227639709625,0,1,Canceled,2023-08-28,31.101069078120457,121.59565552419116,2023-11-30,3,4,0,4,1.0,3,1,three_months,291.7169324824849,1.2794004132529102,False,False,True,False,False,False,True,False,False,0,autumn,True,False,False,False,0,1492.89105588385
City Hotel,0,114,2022,December,12,18,13,2,11,4,2,1,BB,CHN,Direct,Corporate,0,0,1,H,C,0,No Deposit,11.0,5.0,5,Transient,473.0671151364765,2,2,Check-Out,2022-04-10,31.10050085541491,121.5439916634599,2022-12-13,1,4,0,13,0.15384615384615385,7,1,three_months,300.80748627597126,1.5726573862675355,False,False,True,False,False,True,False,False,False,0,winter,False,False,False,True,1,6149.872496774195
Resort Hotel,0,258,2022,June,6,17,11,3,2,2,3,1,SC,ITA,Online TA,Direct,1,2,4,H,D,2,Refundable,16.0,2.0,10,Transient,428.3727522931985,1,3,Check-Out,2022-11-13,31.24881186844211,121.4431256519972,2022-06-11,5,2,1,5,0.6,6,1,six_months,268.8770278595702,1.5931920837689793,False,False,True,False,False,False,False,False,True,1,summer,False,False,True,False,1,2141.8637614659924
Resort Hotel,0,208,2022,March,3,40,21,0,5,3,1,0,SC,ITA,Offline TA,Direct,0,1,1,H,D,3,No Deposit,11.0,5.0,17,Transient-Party,305.54816460571885,0,3,Check-Out,2022-09-22,31.180704058906432,121.41252452979784,2022-03-21,0,1,0,5,0.0,4,1,six_months,295.855907985199,1.0327600577136513,False,False,False,True,False,False,False,True,False,0,spring,False,True,False,False,0,1527.7408230285941
Resort Hotel,0,316,2022,April,4,11,18,3,7,1,1,0,SC,USA,Groups,Corporate,0,0,4,B,G,0,No Deposit,1.0,5.0,8,Transient,317.2577454647499,0,1,Check-Out,2022-10-02,31.264502273629944,121.5018129181261,2022-04-18,0,2,0,10,0.3,2,1,six_months,277.36235236957344,1.1438385301910678,False,False,True,False,False,False,True,False,False,0,spring,False,True,False,False,0,3172.577454647499
Resort Hotel,0,205,2023,September,9,37,2,0,10,2,2,1,BB,PRT,Offline TA,TA/TO,0,0,3,B,G,3,No Deposit,20.0,5.0,12,Transient,138.47492372562067,0,1,Check-Out,2023-08-30,31.22622032083637,121.5417521001674,2023-09-02,5,3,1,10,0.0,5,1,six_months,274.8028019539465,0.5039065203884905,False,False,True,False,False,False,False,True,False,0,autumn,True,False,False,False,0,1384.7492372562067
Resort Hotel,0,20,2022,June,6,41,26,0,4,3,2,0,FB,ITA,Direct,Direct,0,1,2,G,F,3,No Deposit,18.0,5.0,28,Transient,175.2456245110281,1,4,Check-Out,2022-07-28,31.102793672564783,121.48816016622408,2022-06-26,6,2,1,4,0.0,5,1,one_week,268.8770278595702,0.6517686762089465,False,False,True,False,False,True,False,False,False,0,summer,False,False,True,False,1,700.9824980441124
Resort Hotel,0,78,2022,November,11,40,1,3,9,3,2,0,SC,DEU,Offline TA,TA/TO,1,1,4,A,F,4,Non Refund,9.0,5.0,21,Transient,370.2018279719748,0,0,Check-Out,2023-09-11,31.221981760941382,121.50776910747072,2022-11-01,1,4,0,12,0.25,5,1,one_month,291.7169324824849,1.2690447031017038,False,False,True,False,False,False,False,True,False,1,autumn,True,False,False,False,0,4442.421935663698
City Hotel,1,157,2023,February,2,7,3,1,7,1,1,1,FB,DEU,Online TA,TA/TO,0,2,4,G,F,3,No Deposit,1.0,5.0,15,Transient,450.8073663027685,0,3,Canceled,2023-09-19,31.108369624151447,121.41840948562344,2023-02-03,4,1,0,8,0.125,3,1,three_months,292.99685199897476,1.5386082247202642,False,False,True,False,False,False,False,False,True,0,winter,False,False,False,True,1,3606.458930422148
City Hotel,0,356,2022,May,5,10,1,0,13,1,0,1,HB,FRA,Groups,Corporate,1,2,3,G,E,0,Refundable,12.0,5.0,19,Transient,394.3110139794486,2,1,Check-Out,2022-09-29,31.18947132655568,121.46675995090936,2022-05-01,6,2,1,13,0.0,2,1,six_months,280.51644474451695,1.4056609563071112,False,False,True,False,False,False,True,False,False,1,spring,False,True,False,False,0,5126.043181732832
City Hotel,0,262,2022,March,3,33,27,2,1,1,3,0,BB,ITA,Corporate,Corporate,0,2,3,D,E,3,No Deposit,14.0,5.0,15,Transient,149.0312474779303,0,2,No-Show,2022-12-18,31.251278900327133,121.47913569429008,2022-03-27,6,1,1,3,0.6666666666666666,4,1,six_months,272.9333938998365,0.5460352262084246,False,False,True,False,True,False,False,False,False,0,spring,False,True,False,False,0,447.0937424337909
City Hotel,0,260,2022,August,8,6,25,4,2,4,0,1,FB,DEU,Corporate,TA/TO,0,2,1,H,B,1,No Deposit,8.0,5.0,8,Transient,117.98069257353968,0,2,Check-Out,2022-03-29,31.14203115882526,121.51540468434824,2022-08-25,3,3,0,6,0.6666666666666666,5,1,six_months,272.03898069668134,0.4336903934553632,False,False,True,False,True,False,False,False,False,0,summer,False,False,True,False,1,707.8841554412381
City Hotel,1,252,2022,February,2,51,11,3,13,3,3,1,FB,GBR,Offline TA,Direct,0,2,3,A,A,3,No Deposit,15.0,5.0,18,Contract,420.84276819105537,2,4,Canceled,2023-01-02,31.115431418754422,121.41064855186907,2022-02-11,4,1,0,16,0.1875,7,1,six_months,292.99685199897476,1.4363388729941984,True,False,False,False,False,False,False,True,False,0,winter,False,False,False,True,1,6733.484291056886
City Hotel,1,292,2023,September,9,35,18,2,10,4,3,1,FB,FRA,Direct,Direct,0,2,3,E,F,4,No Deposit,6.0,5.0,9,Transient,284.0062832375211,2,4,Canceled,2023-07-16,31.191486608453275,121.40052811707656,2023-09-18,0,3,0,12,0.16666666666666666,8,1,six_months,273.82474692349155,1.0371826740585808,False,False,True,False,False,True,False,False,False,0,autumn,True,False,False,False,0,3408.075398850253
Resort Hotel,0,169,2022,February,2,49,23,3,7,1,2,1,SC,PRT,Online TA,TA/TO,0,1,0,B,B,1,No Deposit,9.0,5.0,24,Transient,124.6573169011618,2,0,Check-Out,2023-10-21,31.12657546888444,121.46223246447944,2022-02-23,2,1,0,10,0.3,4,1,three_months,288.53454791817074,0.43203601717918017,False,False,True,False,False,False,False,False,True,0,winter,False,False,False,True,1,1246.5731690116181
City Hotel,0,321,2023,February,2,48,24,3,5,3,2,1,BB,USA,Corporate,Corporate,0,1,2,E,C,0,No Deposit,12.0,4.0,4,Transient,364.4290990728872,2,4,Check-Out,2022-01-05,31.164376575576306,121.53823124716926,2023-02-24,4,1,0,8,0.375,6,1,six_months,292.99685199897476,1.243798684479253,False,False,True,False,True,False,False,False,False,0,winter,False,False,False,True,1,2915.4327925830976
Resort Hotel,0,233,2023,December,12,8,20,1,4,3,1,0,BB,CHN,Offline TA,TA/TO,0,0,1,D,A,3,No Deposit,3.0,5.0,10,Contract,243.558954962828,0,3,Check-Out,2023-02-28,31.11828782077288,121.4741289389279,2023-12-20,2,4,0,5,0.2,4,1,six_months,281.1258555305912,0.8663698132750537,True,False,False,False,False,False,False,True,False,0,winter,False,False,False,True,1,1217.79477481414
City Hotel,0,108,2023,August,8,7,22,0,11,4,0,1,SC,ESP,Online TA,Corporate,0,1,3,B,G,4,No Deposit,14.0,5.0,2,Transient,446.3587274440095,1,3,Check-Out,2022-11-09,31.28238936967796,121.52611796136026,2023-08-22,1,3,0,11,0.0,5,1,three_months,272.03898069668134,1.6407895894217146,False,False,True,False,False,False,False,False,True,0,summer,False,False,True,False,1,4909.946001884105
City Hotel,0,316,2023,October,10,16,23,4,9,1,3,0,SC,DEU,Offline TA,Corporate,0,2,3,C,H,3,No Deposit,8.0,5.0,12,Group,418.9757522794735,1,0,Check-Out,2023-02-11,31.15117159525009,121.56985913934628,2023-10-23,0,4,0,13,0.3076923076923077,4,1,six_months,289.2942120238467,1.4482686997033218,False,True,False,False,False,False,False,True,False,0,autumn,True,False,False,False,0,5446.684779633156
Resort Hotel,0,291,2023,January,1,17,1,1,2,2,2,0,SC,USA,Direct,TA/TO,0,0,3,H,F,2,No Deposit,15.0,5.0,8,Transient,389.3166857119293,0,3,Check-Out,2022-02-13,31.115971371405006,121.58921987346818,2023-01-01,6,1,1,3,0.3333333333333333,4,1,six_months,279.1492093590357,1.3946544452189316,False,False,True,False,False,True,False,False,False,0,winter,False,False,False,True,1,1167.950057135788
Resort Hotel,1,272,2022,December,12,3,8,3,3,2,1,0,SC,DEU,Corporate,Corporate,0,2,4,D,A,2,Refundable,9.0,5.0,27,Transient-Party,424.1941620996717,0,4,Canceled,2022-07-19,31.14509727618366,121.55650377037024,2022-12-08,3,4,0,6,0.5,3,1,six_months,281.1258555305912,1.5089119472808943,False,False,False,True,True,False,False,False,False,0,winter,False,False,False,True,1,2545.16497259803
Resort Hotel,0,358,2023,November,11,37,10,0,8,2,1,1,FB,USA,Online TA,Corporate,0,1,1,E,H,1,No Deposit,12.0,5.0,13,Transient,456.6041217131737,0,0,Check-Out,2023-11-02,31.152773011073748,121.57197914451962,2023-11-10,4,4,0,8,0.0,4,1,six_months,291.7169324824849,1.5652300942132966,False,False,True,False,False,False,False,False,True,0,autumn,True,False,False,False,0,3652.8329737053896
Resort Hotel,0,360,2023,August,8,41,14,0,0,2,2,0,SC,GBR,Groups,Corporate,0,2,0,G,D,4,Refundable,7.0,5.0,28,Transient,477.7329270186109,0,0,No-Show,2022-09-03,31.1111782455854,121.41525377057928,2023-08-14,0,3,0,0,0.0,4,1,six_months,274.1590766754122,1.7425391594246498,False,False,True,False,False,False,True,False,False,0,summer,False,False,True,False,1,0.0
City Hotel,1,80,2022,July,7,44,18,1,10,3,3,1,HB,CHN,Groups,Corporate,0,2,4,H,C,4,No Deposit,6.0,5.0,5,Transient-Party,202.7676171067485,1,3,Canceled,2023-02-06,31.116939873927645,121.53368450588016,2022-07-18,0,3,0,11,0.09090909090909091,7,1,one_month,274.8043908521611,0.7378616348813479,False,False,False,True,False,False,True,False,False,0,summer,False,False,True,False,1,2230.4437881742333
Resort Hotel,0,125,2023,January,1,33,18,1,14,2,3,0,SC,GBR,Online TA,Direct,0,2,0,D,B,1,No Deposit,17.0,5.0,3,Transient,166.75932737549027,0,2,Check-Out,2022-04-08,31.101062263955484,121.51901715015316,2023-01-18,2,1,0,15,0.06666666666666667,5,1,three_months,279.1492093590357,0.5973842009382445,False,False,True,False,False,False,False,False,True,0,winter,False,False,False,True,1,2501.3899106323543
Resort Hotel,1,14,2023,January,1,37,13,1,8,4,1,1,FB,USA,Corporate,Direct,0,1,3,E,A,4,No Deposit,7.0,9.0,9,Transient,110.3437725671946,2,2,Canceled,2022-06-04,31.217242504633862,121.43616614052232,2023-01-13,4,1,0,9,0.1111111111111111,6,1,one_week,279.1492093590357,0.3952859935392933,False,False,True,False,True,False,False,False,False,0,winter,False,False,False,True,1,993.0939531047514
City Hotel,0,143,2023,March,3,3,26,1,11,3,0,1,BB,ITA,Groups,Direct,0,1,4,D,G,4,Refundable,5.0,5.0,7,Transient-Party,258.28485393392566,2,1,Check-Out,2022-10-23,31.292887861231844,121.55338345498691,2023-03-26,6,1,1,12,0.08333333333333333,4,1,three_months,272.9333938998365,0.9463292499440845,False,False,False,True,False,False,True,False,False,0,spring,False,True,False,False,0,3099.418247207108
City Hotel,0,294,2022,March,3,29,20,1,14,4,3,0,SC,CHN,Groups,Corporate,0,2,1,H,C,2,No Deposit,11.0,5.0,10,Transient,492.6681705606916,1,0,Check-Out,2022-03-12,31.285887970841117,121.42434399766977,2022-03-20,6,1,1,15,0.06666666666666667,7,1,six_months,272.9333938998365,1.8050857153137343,False,False,True,False,False,False,True,False,False,0,spring,False,True,False,False,0,7390.022558410374
Resort Hotel,1,204,2023,June,6,31,22,3,1,3,0,0,BB,GBR,Online TA,Direct,1,0,3,A,G,1,No Deposit,3.0,5.0,9,Transient-Party,221.6120915100821,0,0,Canceled,2023-03-01,31.29779186575236,121.50011738414068,2023-06-22,3,2,0,4,0.75,3,0,six_months,268.8770278595702,0.824213556934385,False,False,False,True,False,False,False,False,True,1,summer,False,False,True,False,1,886.4483660403284
Resort Hotel,0,74,2022,November,11,14,17,0,2,4,1,0,SC,CHN,Offline TA,TA/TO,0,0,4,G,D,0,Refundable,20.0,5.0,4,Transient-Party,359.2758468656201,2,2,Check-Out,2022-11-02,31.188021205794257,121.42379098750256,2022-11-17,3,4,0,2,0.0,5,1,one_month,291.7169324824849,1.2315906512803865,False,False,False,True,False,False,False,True,False,0,autumn,True,False,False,False,0,718.5516937312402
Resort Hotel,0,120,2023,September,9,4,1,3,8,4,2,1,BB,CHN,Online TA,Direct,0,0,1,B,E,3,No Deposit,19.0,5.0,3,Transient,190.9837098674801,2,0,Check-Out,2023-11-20,31.133261996288464,121.49556433776884,2023-09-01,4,3,0,11,0.2727272727272727,7,1,three_months,274.8028019539465,0.6949845798860761,False,False,True,False,False,False,False,False,True,0,autumn,True,False,False,False,0,2100.820808542281
Resort Hotel,0,181,2022,April,4,29,10,2,1,1,1,1,SC,ESP,Online TA,Direct,0,1,1,A,H,1,No Deposit,11.0,5.0,16,Transient,232.49766069659464,2,3,Check-Out,2022-02-05,31.222563796234457,121.50457881570034,2022-04-10,6,2,1,3,0.6666666666666666,3,1,six_months,277.36235236957344,0.8382452005844019,False,False,True,False,False,False,False,False,True,0,spring,False,True,False,False,0,697.4929820897839
Resort Hotel,0,178,2023,January,1,8,20,1,1,1,1,0,BB,CHN,Online TA,Direct,0,2,3,B,E,4,No Deposit,5.0,5.0,25,Transient,448.0530002447156,1,4,Check-Out,2023-03-15,31.236771057939947,121.5039535515552,2023-01-20,4,1,0,2,0.5,2,1,three_months,279.1492093590357,1.6050663416654691,False,False,True,False,False,False,False,False,True,0,winter,False,False,False,True,1,896.1060004894312
Resort Hotel,0,204,2023,September,9,27,11,0,3,2,1,0,FB,ESP,Offline TA,TA/TO,0,2,0,C,D,1,No Deposit,9.0,5.0,2,Transient,138.98771054593269,0,3,Check-Out,2022-05-18,31.20285668378172,121.5972906069801,2023-09-11,0,3,0,3,0.0,3,1,six_months,274.8028019539465,0.5057725378259618,False,False,True,False,False,False,False,True,False,0,autumn,True,False,False,False,0,416.963131637798
City Hotel,0,122,2023,March,3,43,14,1,14,3,3,1,FB,ESP,Offline TA,TA/TO,0,0,0,A,C,1,No Deposit,6.0,7.0,27,Group,331.2830938092752,0,2,Check-Out,2023-08-17,31.20011004871288,121.5010872243064,2023-03-14,1,1,0,15,0.06666666666666667,7,1,three_months,272.9333938998365,1.213787323990308,False,True,False,False,False,False,False,True,False,0,spring,False,True,False,False,0,4969.246407139128
Resort Hotel,0,61,2023,April,4,32,9,1,0,1,2,1,SC,ESP,Groups,Direct,0,0,1,E,G,3,No Deposit,8.0,5.0,29,Transient,490.428209044611,1,1,Check-Out,2023-12-27,31.24080815441125,121.4882276701512,2023-04-09,6,2,1,1,1.0,4,1,one_month,277.36235236957344,1.7681859302632983,False,False,True,False,False,False,True,False,False,0,spring,False,True,False,False,0,490.428209044611
Resort Hotel,1,234,2023,October,10,32,25,0,7,3,2,0,HB,ESP,Groups,TA/TO,0,0,0,C,E,2,No Deposit,7.0,5.0,24,Transient,365.3197175380119,2,1,Canceled,2023-07-26,31.197459080575005,121.54396713615547,2023-10-25,2,4,0,7,0.0,5,1,six_months,281.86645522625616,1.296073763884983,False,False,True,False,False,False,True,False,False,0,autumn,True,False,False,False,0,2557.2380227660833
Resort Hotel,0,277,2023,November,11,23,22,4,4,3,2,1,BB,CHN,Corporate,Corporate,0,2,0,G,D,2,No Deposit,11.0,5.0,20,Transient,487.9342382156544,2,3,Check-Out,2022-07-09,31.1623988771376,121.46065159854992,2023-11-22,2,4,0,8,0.5,6,1,six_months,291.7169324824849,1.6726291273645923,False,False,True,False,True,False,False,False,False,0,autumn,True,False,False,False,0,3903.473905725235
