hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_month_num,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,latitude,longitude,arrival_date,arrival_dayofweek,arrival_quarter,arrival_is_weekend,total_nights,weekend_ratio,total_guests,has_children
Resort Hotel,1,273,2022,May,5,46,25,4,1,1,1,0,HB,CHN,Offline TA,TA/TO,0,2,3,B,A,4,No Deposit,11.0,5.0,20,Transient-Party,240.7374791987999,0,2,Canceled,2023-03-20,31.18670681027507,121.47485491633316,2022-05-25,2,2,0,5,0.8,2,1
City Hotel,0,352,2023,August,8,29,24,3,4,2,0,0,HB,ITA,Offline TA,TA/TO,0,0,3,E,B,0,No Deposit,7.0,5.0,12,Contract,419.4684439308273,1,2,Check-Out,2022-05-17,31.228290271982164,121.49970476783037,2023-08-24,3,3,0,7,0.42857142857142855,2,0
Resort Hotel,0,331,2023,April,4,41,19,0,9,4,2,0,BB,FRA,Direct,Direct,0,2,3,E,E,4,No Deposit,1.0,5.0,9,Transient,433.57814262573146,1,2,Check-Out,2023-05-04,31.2690229803494,121.49392033811782,2023-04-19,2,2,0,9,0.0,6,1
City Hotel,0,303,2022,July,7,44,29,3,0,3,3,1,SC,PRT,Online TA,Corporate,0,1,1,D,B,1,No Deposit,20.0,5.0,19,Transient,257.9613104792595,1,3,Check-Out,2023-04-29,31.163775388535743,121.49527177402952,2022-07-29,4,3,0,3,1.0,7,1
Resort Hotel,0,216,2022,August,8,20,16,3,1,1,2,0,BB,PRT,Online TA,Corporate,0,1,2,C,D,2,No Deposit,3.0,8.0,11,Transient,255.64420265951287,2,4,Check-Out,2022-04-30,31.27624710534323,121.47522299272477,2022-08-16,1,3,0,4,0.75,3,1
Resort Hotel,0,62,2023,September,9,51,23,2,5,4,3,0,HB,PRT,Corporate,TA/TO,0,2,1,E,C,4,No Deposit,13.0,5.0,20,Transient,482.340184463623,1,1,Check-Out,2023-09-24,31.29468330210616,121.44841189146688,2023-09-23,5,3,1,7,0.2857142857142857,7,1
Resort Hotel,1,333,2023,January,1,47,21,0,0,4,3,1,FB,DEU,Groups,TA/TO,0,0,3,H,A,4,No Deposit,12.0,5.0,26,Transient,56.79221068616894,2,1,Canceled,2022-10-10,31.14506582923762,121.40531419098124,2023-01-21,5,1,1,0,0.0,8,1
Resort Hotel,0,260,2023,May,5,12,8,0,4,4,3,1,HB,ITA,Corporate,Corporate,0,0,2,F,D,2,Non Refund,12.0,5.0,0,Transient,286.65066141225213,0,4,No-Show,2023-04-02,31.28587953273587,121.57411193010694,2023-05-08,0,2,0,4,0.0,8,1
Resort Hotel,0,182,2022,January,1,49,5,0,7,1,1,1,HB,CHN,Online TA,Direct,0,1,4,F,F,1,No Deposit,18.0,5.0,9,Transient-Party,75.1340448933898,1,1,Check-Out,2023-07-22,31.10035912018584,121.53609408280714,2022-01-05,2,1,0,7,0.0,3,1
Resort Hotel,0,359,2022,October,10,20,22,2,13,1,0,0,BB,CHN,Online TA,TA/TO,0,1,0,A,D,3,Non Refund,2.0,5.0,21,Transient,494.9785317795053,2,1,Check-Out,2023-08-26,31.120350167326414,121.47952238617206,2022-10-22,5,4,1,15,0.13333333333333333,1,0
Resort Hotel,0,192,2022,November,11,27,30,2,9,1,0,0,HB,ESP,Offline TA,Corporate,0,2,0,E,E,3,No Deposit,8.0,5.0,29,Group,349.30935404886856,2,3,Check-Out,2022-10-13,31.19713931216023,121.55817534555472,2022-11-30,2,4,0,11,0.18181818181818182,1,0
Resort Hotel,0,26,2022,September,9,10,1,0,7,3,0,1,FB,USA,Online TA,Corporate,0,1,1,F,G,4,No Deposit,9.0,5.0,29,Transient,136.3470613387795,0,2,Check-Out,2023-01-05,31.247578212685628,121.45219834198969,2022-09-01,3,3,0,7,0.0,4,1
Resort Hotel,1,204,2022,March,3,24,12,3,10,3,3,0,SC,USA,Online TA,Corporate,0,2,3,E,H,4,No Deposit,9.0,5.0,28,Transient,499.3026499886603,0,1,Canceled,2023-11-22,31.103394494709896,121.50022252285966,2022-03-12,5,1,1,13,0.23076923076923078,6,1
City Hotel,0,303,2022,June,6,35,6,1,13,1,1,1,HB,USA,Online TA,Direct,0,1,2,G,F,0,No Deposit,10.0,5.0,10,Contract,462.537296126116,2,2,Check-Out,2022-09-24,31.175586370479635,121.4370629731011,2022-06-06,0,2,0,14,0.07142857142857142,3,1
Resort Hotel,0,180,2022,May,5,3,16,2,3,3,3,1,FB,ESP,Direct,Direct,0,2,4,C,G,2,Non Refund,11.0,9.0,23,Transient,172.4342593978381,0,0,Check-Out,2022-05-21,31.255194228344934,121.57439585438507,2022-05-16,0,2,0,5,0.4,7,1
Resort Hotel,1,49,2023,May,5,24,9,0,14,2,2,1,HB,FRA,Groups,Corporate,0,1,2,D,C,2,No Deposit,1.0,5.0,3,Group,337.6033907910906,1,1,Canceled,2023-07-05,31.14128090930564,121.44268061718996,2023-05-09,1,2,0,14,0.0,5,1
Resort Hotel,0,278,2022,December,12,35,23,2,1,4,0,1,SC,GBR,Online TA,Corporate,0,2,1,C,B,1,No Deposit,19.0,5.0,4,Transient,163.2028805553821,1,1,Check-Out,2023-08-07,31.240021912210334,121.42867444095216,2022-12-23,4,4,0,3,0.6666666666666666,5,1
City Hotel,0,314,2022,May,5,22,27,1,11,3,0,0,FB,DEU,Offline TA,TA/TO,1,2,0,A,A,2,No Deposit,11.0,5.0,24,Transient-Party,486.1133075066463,0,1,Check-Out,2023-12-11,31.15963567877677,121.51460971564202,2022-05-27,4,2,0,12,0.08333333333333333,3,0
Resort Hotel,0,23,2022,November,11,19,16,0,4,1,2,0,BB,DEU,Offline TA,TA/TO,0,2,1,H,B,0,Refundable,7.0,5.0,7,Transient,476.1799852659455,2,3,Check-Out,2023-04-11,31.22870811950936,121.54986045755275,2022-11-16,2,4,0,4,0.0,3,1
Resort Hotel,0,166,2022,May,5,32,30,0,13,3,0,0,BB,ESP,Online TA,TA/TO,0,1,3,H,B,2,No Deposit,2.0,5.0,4,Transient,135.62238777780226,0,0,Check-Out,2022-04-04,31.27927229808604,121.53192732538167,2022-05-30,0,2,0,13,0.0,3,0
City Hotel,1,342,2022,June,6,17,29,3,6,4,1,0,SC,DEU,Offline TA,Direct,0,1,2,B,B,4,No Deposit,20.0,5.0,19,Group,446.4284647013285,0,3,Canceled,2023-02-07,31.28380815852952,121.46346144135666,2022-06-29,2,2,0,9,0.3333333333333333,5,1
City Hotel,1,24,2023,October,10,5,26,1,11,4,2,1,HB,PRT,Offline TA,Corporate,0,2,2,B,H,2,No Deposit,19.0,5.0,5,Transient,152.93000765288485,0,2,Canceled,2023-12-31,31.27894531371739,121.58806760368076,2023-10-26,3,4,0,12,0.08333333333333333,7,1
Resort Hotel,1,2,2023,July,7,37,15,3,0,4,2,1,BB,PRT,Offline TA,TA/TO,0,1,4,E,E,2,No Deposit,9.0,5.0,14,Group,464.8041933412264,2,4,Canceled,2023-08-21,31.278279892122043,121.43517776063509,2023-07-15,5,3,1,3,1.0,7,1
Resort Hotel,1,137,2022,August,8,20,25,0,5,4,1,1,SC,USA,Direct,Direct,0,1,2,F,E,0,No Deposit,3.0,4.0,4,Transient,371.18903094480856,0,3,Canceled,2022-11-04,31.150829218552943,121.5859305052545,2022-08-25,3,3,0,5,0.0,6,1
Resort Hotel,0,151,2022,October,10,34,7,3,3,4,3,0,BB,GBR,Direct,TA/TO,0,0,1,B,E,4,No Deposit,20.0,5.0,9,Transient-Party,293.95954051042366,2,4,Check-Out,2023-12-14,31.117404507926043,121.59008202436168,2022-10-07,4,4,0,6,0.5,7,1
Resort Hotel,1,32,2023,August,8,30,28,1,9,3,0,0,HB,FRA,Corporate,Corporate,0,0,4,D,C,2,No Deposit,16.0,5.0,5,Transient,258.045439603378,1,2,Canceled,2022-09-15,31.17447322197063,121.55869668008891,2023-08-28,0,3,0,10,0.1,3,0
City Hotel,0,349,2022,November,11,46,4,3,12,2,1,0,FB,GBR,Offline TA,Corporate,0,1,1,H,D,4,Non Refund,16.0,5.0,19,Transient,205.76248452840468,0,3,Check-Out,2022-08-07,31.133112232304,121.40837146655142,2022-11-04,4,4,0,15,0.2,3,1
Resort Hotel,0,89,2023,March,3,36,3,4,4,3,2,1,BB,FRA,Direct,Direct,0,0,3,B,A,4,No Deposit,17.0,5.0,0,Group,373.7753409330967,2,0,No-Show,2022-12-26,31.12649858774036,121.44939130015028,2023-03-03,4,1,0,8,0.5,6,1
Resort Hotel,0,256,2023,June,6,16,11,0,10,3,3,0,HB,ITA,Online TA,Corporate,0,1,4,E,F,3,No Deposit,13.0,5.0,29,Transient-Party,216.16814730044047,1,0,Check-Out,2022-08-07,31.12876473031894,121.56906259150178,2023-06-11,6,2,1,10,0.0,6,1
City Hotel,0,264,2023,April,4,9,19,3,3,2,1,0,HB,GBR,Direct,Direct,0,1,0,B,A,3,No Deposit,15.0,5.0,20,Transient,84.19562024726764,0,0,Check-Out,2022-11-14,31.23228375532773,121.55050857612711,2023-04-19,2,2,0,6,0.5,3,1
Resort Hotel,0,184,2023,November,11,14,7,3,2,2,3,1,HB,ESP,Groups,Direct,0,2,3,C,C,4,No Deposit,16.0,5.0,7,Transient-Party,367.42830120528254,0,3,Check-Out,2022-05-06,31.239241075557523,121.41230441312742,2023-11-07,1,4,0,5,0.6,6,1
Resort Hotel,0,84,2022,June,6,19,6,2,9,2,3,1,HB,GBR,Online TA,TA/TO,0,0,0,D,B,2,Non Refund,10.0,5.0,9,Transient,474.2813439578149,1,2,Check-Out,2023-08-16,31.24293874273501,121.4842059763374,2022-06-06,0,2,0,11,0.18181818181818182,6,1
Resort Hotel,0,19,2022,September,9,47,25,3,11,1,0,1,HB,CHN,Corporate,Direct,0,1,2,G,E,4,No Deposit,4.0,5.0,20,Transient,62.97975223078765,2,1,Check-Out,2023-03-22,31.22119328678585,121.4394070532058,2022-09-25,6,3,1,14,0.21428571428571427,2,1
City Hotel,0,52,2023,May,5,4,26,4,1,2,0,0,FB,CHN,Groups,Direct,0,2,1,E,H,2,No Deposit,9.0,5.0,11,Transient,434.23169735394936,2,2,Check-Out,2022-02-13,31.200461847335895,121.41160550113408,2023-05-26,4,2,0,5,0.8,2,0
City Hotel,0,153,2022,August,8,22,16,2,0,4,3,0,HB,GBR,Offline TA,Corporate,0,2,2,G,C,3,No Deposit,5.0,5.0,23,Transient,229.57195099693425,0,3,Check-Out,2022-09-16,31.23479549395317,121.48876770572268,2022-08-16,1,3,0,2,1.0,7,1
City Hotel,0,340,2023,June,6,49,30,0,13,4,2,0,FB,GBR,Offline TA,Corporate,0,0,3,E,E,2,No Deposit,2.0,5.0,21,Transient,255.6332602388985,0,3,Check-Out,2022-10-28,31.161462199818825,121.56221690425224,2023-06-30,4,2,0,13,0.0,6,1
City Hotel,0,166,2023,February,2,34,10,4,8,1,3,1,HB,PRT,Groups,TA/TO,0,2,3,E,G,2,No Deposit,18.0,5.0,6,Transient,301.0001895695985,2,0,Check-Out,2022-02-01,31.247471535603676,121.59795274431202,2023-02-10,4,1,0,12,0.3333333333333333,5,1
Resort Hotel,1,295,2022,March,3,4,13,3,8,3,2,1,FB,ITA,Offline TA,TA/TO,0,2,0,B,G,2,No Deposit,7.0,5.0,5,Transient,470.8177305557528,1,2,Canceled,2022-01-23,31.103634882435728,121.54436873517214,2022-03-13,6,1,1,11,0.2727272727272727,6,1
City Hotel,0,86,2022,July,7,9,22,4,14,1,2,1,HB,GBR,Online TA,TA/TO,0,1,1,B,E,4,Refundable,11.0,5.0,15,Transient,105.29361499535888,1,3,No-Show,2022-05-28,31.27723699596392,121.56950105348751,2022-07-22,4,3,0,18,0.2222222222222222,4,1
Resort Hotel,0,40,2023,February,2,47,3,3,12,2,2,1,HB,FRA,Online TA,Corporate,0,2,3,D,C,1,No Deposit,9.0,5.0,5,Transient,283.3240832288126,2,2,No-Show,2022-03-23,31.215817316956205,121.42152947629975,2023-02-03,4,1,0,15,0.2,5,1
City Hotel,0,39,2023,June,6,23,16,3,13,3,3,0,SC,ITA,Direct,Corporate,0,0,0,B,A,4,No Deposit,14.0,5.0,20,Transient,382.2534781569832,2,3,Check-Out,2023-03-14,31.269109143553838,121.4709719370046,2023-06-16,4,2,0,16,0.1875,6,1
City Hotel,0,148,2022,June,6,48,3,3,1,3,1,0,SC,PRT,Corporate,TA/TO,0,2,1,A,H,1,Refundable,10.0,5.0,29,Contract,171.69943966966497,0,2,Check-Out,2022-05-23,31.295132584245057,121.57930392370685,2022-06-03,4,2,0,4,0.75,4,1
Resort Hotel,0,49,2023,November,11,47,4,4,14,1,2,0,BB,USA,Offline TA,TA/TO,0,0,1,E,B,2,Refundable,19.0,5.0,1,Group,441.3608618614734,0,0,No-Show,2023-07-04,31.298050472897245,121.58603497307378,2023-11-04,5,4,1,18,0.2222222222222222,3,1
Resort Hotel,0,223,2022,December,12,33,5,2,2,2,2,0,SC,GBR,Corporate,Corporate,0,2,1,D,B,4,Refundable,10.0,5.0,24,Transient,461.4732925644904,1,4,Check-Out,2023-07-07,31.143639526616703,121.52349775805196,2022-12-05,0,4,0,4,0.5,4,1
Resort Hotel,1,126,2023,October,10,46,29,3,10,2,3,1,BB,ESP,Offline TA,Direct,0,2,0,H,A,3,No Deposit,14.0,5.0,11,Transient,334.0608202073976,2,0,Canceled,2022-05-01,31.118425246450624,121.50365642535928,2023-10-29,6,4,1,13,0.23076923076923078,6,1
City Hotel,1,305,2022,March,3,23,16,3,10,4,3,1,HB,ITA,Groups,Corporate,1,2,0,A,D,3,No Deposit,17.0,5.0,16,Transient,323.21488164734905,0,4,Canceled,2023-05-13,31.26002095040814,121.5911993376833,2022-03-16,2,1,0,13,0.23076923076923078,8,1
City Hotel,1,57,2023,July,7,7,9,3,5,4,0,1,BB,PRT,Groups,TA/TO,0,1,1,D,D,4,No Deposit,8.0,5.0,10,Group,456.27737314795024,2,4,Canceled,2022-10-01,31.112421560582227,121.40540975325044,2023-07-09,6,3,1,8,0.375,5,1
Resort Hotel,0,209,2023,October,10,18,23,1,14,1,3,1,FB,DEU,Groups,Direct,0,1,1,B,G,3,No Deposit,5.0,5.0,18,Transient,226.64394089136636,1,4,Check-Out,2022-05-05,31.13147963433372,121.43432568905216,2023-10-23,0,4,0,15,0.06666666666666667,5,1
City Hotel,0,290,2023,February,2,26,10,4,8,1,2,1,HB,DEU,Online TA,Corporate,0,1,2,C,E,0,No Deposit,16.0,5.0,7,Contract,280.1178479337919,1,0,Check-Out,2023-04-28,31.214477912119545,121.5584734093382,2023-02-10,4,1,0,12,0.3333333333333333,4,1
Resort Hotel,0,272,2022,July,7,47,16,2,3,4,2,1,HB,USA,Offline TA,Direct,0,0,0,E,E,2,No Deposit,8.0,8.0,20,Transient,474.5688060241936,1,2,Check-Out,2023-01-11,31.17162708692548,121.56148790624756,2022-07-16,5,3,1,5,0.4,7,1
City Hotel,0,51,2022,February,2,2,26,1,10,3,2,0,FB,FRA,Groups,TA/TO,0,0,1,H,F,4,No Deposit,2.0,5.0,5,Transient,92.06734493820616,1,1,Check-Out,2023-11-27,31.1095138572415,121.49203759465702,2022-02-26,5,1,1,11,0.09090909090909091,5,1
City Hotel,0,177,2022,October,10,7,25,4,7,2,3,1,FB,ITA,Offline TA,TA/TO,0,1,2,B,F,0,Refundable,4.0,5.0,19,Transient-Party,58.81456496023553,0,4,Check-Out,2022-02-25,31.226755255971355,121.40392476203246,2022-10-25,1,4,0,11,0.36363636363636365,6,1
Resort Hotel,1,149,2022,June,6,19,18,4,8,4,1,0,BB,DEU,Online TA,Direct,0,1,3,F,A,1,No Deposit,8.0,5.0,25,Transient,238.7318192138788,1,3,Canceled,2023-12-28,31.10450469280756,121.54265953879072,2022-06-18,5,2,1,12,0.3333333333333333,5,1
City Hotel,1,141,2023,August,8,38,3,2,5,2,1,1,BB,GBR,Direct,TA/TO,0,1,3,G,E,1,No Deposit,3.0,5.0,0,Contract,187.1136024044325,2,3,Canceled,2023-08-19,31.27798801949853,121.52982231435416,2023-08-03,3,3,0,7,0.2857142857142857,4,1
City Hotel,0,41,2022,March,3,3,15,3,0,1,0,0,HB,ESP,Corporate,Direct,0,0,3,F,F,4,No Deposit,9.0,5.0,9,Transient,157.41877504299953,0,3,Check-Out,2023-03-19,31.100182054702067,121.44397510640998,2022-03-15,1,1,0,3,1.0,1,0
Resort Hotel,0,57,2023,July,7,48,7,2,1,4,3,0,FB,DEU,Online TA,TA/TO,0,1,0,F,E,2,No Deposit,17.0,6.0,20,Transient,467.2402347812224,2,1,Check-Out,2023-05-16,31.14967233371545,121.56098999030868,2023-07-07,4,3,0,3,0.6666666666666666,7,1
City Hotel,0,225,2022,May,5,43,23,4,1,2,1,0,SC,FRA,Groups,Direct,0,2,3,H,H,4,No Deposit,8.0,5.0,11,Transient,492.6609017892879,1,0,Check-Out,2023-03-18,31.24653159764321,121.55371495472303,2022-05-23,0,2,0,5,0.8,3,1
Resort Hotel,0,19,2023,November,11,30,29,1,11,3,2,1,SC,CHN,Offline TA,TA/TO,0,2,4,A,D,4,No Deposit,9.0,5.0,3,Transient-Party,374.4920620007799,0,3,No-Show,2023-01-11,31.246229983376576,121.48894843896596,2023-11-29,2,4,0,12,0.08333333333333333,6,1
City Hotel,0,9,2023,April,4,10,22,2,6,4,1,1,SC,ESP,Corporate,Direct,0,1,1,H,B,1,Non Refund,2.0,5.0,10,Transient,310.4030620291346,2,3,Check-Out,2022-09-11,31.132620089950237,121.53407745924147,2023-04-22,5,2,1,8,0.25,6,1
Resort Hotel,1,99,2023,May,5,10,5,3,8,2,3,1,BB,ITA,Offline TA,Corporate,0,2,4,E,H,0,No Deposit,17.0,5.0,26,Transient,486.276495178731,1,3,Canceled,2022-04-30,31.24569251779512,121.59459936288256,2023-05-05,4,2,0,11,0.2727272727272727,6,1
City Hotel,0,252,2023,September,9,41,18,2,12,1,3,1,BB,GBR,Online TA,Corporate,0,2,1,G,A,0,No Deposit,18.0,5.0,25,Transient,187.1486565396285,1,0,Check-Out,2022-08-25,31.123762501001902,121.4234144523677,2023-09-18,0,3,0,14,0.14285714285714285,5,1
City Hotel,0,89,2022,May,5,20,11,0,10,2,0,0,HB,USA,Online TA,TA/TO,0,1,1,F,B,4,No Deposit,9.0,5.0,0,Contract,152.34315644337357,1,0,Check-Out,2023-02-04,31.195703352088785,121.44417338158324,2022-05-11,2,2,0,10,0.0,2,0
City Hotel,1,197,2022,December,12,26,2,1,14,3,0,0,FB,GBR,Groups,TA/TO,0,2,2,B,B,4,Refundable,19.0,5.0,14,Transient,291.6147629990602,1,3,Canceled,2023-08-28,31.159690963151142,121.53308932358485,2022-12-02,4,4,0,15,0.06666666666666667,3,0
City Hotel,0,154,2023,July,7,46,6,1,13,4,3,0,BB,CHN,Direct,TA/TO,0,2,1,C,B,1,No Deposit,6.0,5.0,5,Transient,165.06718345848523,0,1,Check-Out,2023-10-05,31.23956286741555,121.44735409755354,2023-07-06,3,3,0,14,0.07142857142857142,7,1
City Hotel,0,165,2022,April,4,5,3,0,6,2,2,0,FB,ITA,Offline TA,TA/TO,0,0,4,G,C,4,No Deposit,7.0,5.0,5,Transient,331.29108691058013,0,3,Check-Out,2022-03-22,31.161507183044225,121.42909033045328,2022-04-03,6,2,1,6,0.0,4,1
City Hotel,0,1,2023,June,6,35,25,3,6,4,3,1,BB,GBR,Corporate,TA/TO,0,0,0,F,C,3,No Deposit,16.0,5.0,23,Transient,140.35816365443978,0,0,Check-Out,2022-03-09,31.13827183501967,121.56580315498512,2023-06-25,6,2,1,9,0.3333333333333333,8,1
Resort Hotel,1,25,2022,July,7,5,28,3,4,4,0,1,BB,FRA,Online TA,Direct,0,2,0,B,B,2,No Deposit,3.0,2.0,19,Transient,274.0178059827982,1,4,Canceled,2023-11-28,31.21721902005069,121.42215754158973,2022-07-28,3,3,0,7,0.42857142857142855,5,1
City Hotel,1,86,2023,May,5,28,11,3,12,1,0,1,BB,ESP,Corporate,TA/TO,0,0,0,G,H,1,No Deposit,3.0,5.0,28,Transient,80.78102731376137,1,4,Canceled,2022-02-15,31.109434577169047,121.49127082939088,2023-05-11,3,2,0,15,0.2,2,1
Resort Hotel,1,235,2022,June,6,8,28,1,3,2,0,1,SC,DEU,Offline TA,Corporate,0,2,0,B,D,4,No Deposit,7.0,5.0,21,Contract,128.6714150110882,1,4,Canceled,2023-01-28,31.16231478986907,121.564656089564,2022-06-28,1,2,0,4,0.25,3,1
Resort Hotel,1,81,2023,December,12,21,12,0,2,2,0,1,SC,FRA,Corporate,Corporate,0,1,0,F,A,3,Refundable,9.0,5.0,0,Transient,459.7297828613885,2,4,Canceled,2023-07-15,31.1630524291668,121.40802632150977,2023-12-12,1,4,0,2,0.0,3,1
City Hotel,0,192,2022,July,7,22,9,3,10,3,3,1,FB,DEU,Corporate,Corporate,1,2,4,G,G,0,No Deposit,11.0,5.0,21,Group,322.3814126924656,1,4,Check-Out,2022-05-09,31.16739570442024,121.55069780418368,2022-07-09,5,3,1,13,0.23076923076923078,7,1
City Hotel,0,189,2023,March,3,15,7,4,12,1,3,1,BB,ITA,Direct,Direct,0,2,2,H,A,3,No Deposit,11.0,8.0,12,Group,324.8288846141563,2,2,No-Show,2023-04-01,31.13304641269817,121.4445799129818,2023-03-07,1,1,0,16,0.25,5,1
City Hotel,0,339,2023,July,7,45,18,3,4,2,1,0,FB,PRT,Online TA,Direct,0,0,1,D,G,2,No Deposit,15.0,5.0,10,Group,419.0314734847239,0,2,Check-Out,2022-10-02,31.28531922961861,121.40422563564896,2023-07-18,1,3,0,7,0.42857142857142855,3,1
City Hotel,1,188,2023,October,10,46,26,3,8,3,1,0,BB,GBR,Direct,Corporate,0,0,1,C,G,3,No Deposit,11.0,5.0,1,Transient,275.9545216941772,0,2,Canceled,2022-09-17,31.213002662076345,121.52886790602577,2023-10-26,3,4,0,11,0.2727272727272727,4,1
Resort Hotel,1,180,2023,February,2,15,21,0,7,2,0,0,FB,CHN,Direct,Corporate,0,2,1,D,D,3,No Deposit,15.0,5.0,25,Transient,148.72472382057086,0,2,Canceled,2022-04-30,31.274175108516133,121.46112675063571,2023-02-21,1,1,0,7,0.0,2,0
City Hotel,0,34,2022,February,2,15,11,0,12,2,3,1,BB,PRT,Online TA,TA/TO,0,0,1,B,B,4,No Deposit,4.0,5.0,11,Transient,201.09305463195784,2,2,Check-Out,2022-05-13,31.2887912398703,121.50940544338268,2022-02-11,4,1,0,12,0.0,6,1
City Hotel,0,300,2022,May,5,35,13,2,4,3,2,1,HB,ESP,Corporate,Corporate,0,2,3,E,G,0,Refundable,16.0,5.0,27,Transient,156.61584588637533,1,3,Check-Out,2023-01-21,31.10218776628493,121.42277957455308,2022-05-13,4,2,0,6,0.3333333333333333,6,1
City Hotel,0,308,2023,April,4,48,26,0,8,3,2,1,BB,GBR,Groups,Corporate,0,2,0,G,C,1,No Deposit,8.0,3.0,25,Transient,88.97334182226086,2,2,Check-Out,2023-06-14,31.11760942323874,121.5157334528752,2023-04-26,2,2,0,8,0.0,6,1
City Hotel,0,80,2022,October,10,24,13,3,14,3,3,0,HB,CHN,Offline TA,Corporate,0,2,0,B,C,0,No Deposit,17.0,1.0,0,Transient,410.2994433686947,0,1,Check-Out,2023-11-10,31.17835322379361,121.4107647924332,2022-10-13,3,4,0,17,0.17647058823529413,6,1
City Hotel,0,337,2023,August,8,38,5,2,9,1,1,0,BB,GBR,Corporate,Corporate,0,2,0,F,H,4,No Deposit,14.0,5.0,0,Transient,356.5525202995274,0,1,Check-Out,2022-08-27,31.277656704936483,121.5730447380476,2023-08-05,5,3,1,11,0.18181818181818182,2,1
City Hotel,1,259,2022,April,4,49,26,4,0,3,2,1,SC,DEU,Groups,Direct,0,1,4,C,H,3,No Deposit,15.0,5.0,15,Contract,150.73819048474462,2,4,Canceled,2022-03-19,31.2279274662428,121.59784501704078,2022-04-26,1,2,0,4,1.0,6,1
Resort Hotel,0,170,2022,October,10,51,3,3,10,3,2,1,BB,DEU,Groups,Direct,1,2,4,C,D,2,Non Refund,8.0,5.0,27,Transient,110.76446928066282,0,3,Check-Out,2022-11-11,31.269297059957992,121.43212630556278,2022-10-03,0,4,0,13,0.23076923076923078,6,1
City Hotel,1,219,2023,September,9,19,9,4,12,2,2,1,SC,ESP,Direct,TA/TO,0,0,3,D,D,0,No Deposit,11.0,5.0,8,Transient,434.7911998025837,1,2,Canceled,2023-01-24,31.22965666289707,121.57953583229306,2023-09-09,5,3,1,16,0.25,5,1
Resort Hotel,0,355,2023,February,2,5,9,4,13,2,0,0,SC,FRA,Direct,TA/TO,0,2,4,H,A,1,No Deposit,14.0,5.0,29,Transient,382.74961125788616,1,0,Check-Out,2023-08-26,31.133687062338467,121.5192074289311,2023-02-09,3,1,0,17,0.23529411764705882,2,0
Resort Hotel,0,209,2023,December,12,19,27,1,14,3,2,0,SC,ESP,Groups,Direct,0,0,4,A,E,4,No Deposit,17.0,5.0,27,Transient,372.9257663076741,0,4,Check-Out,2023-10-09,31.282963524003343,121.4334017587777,2023-12-27,2,4,0,15,0.06666666666666667,5,1
City Hotel,0,256,2023,August,8,28,21,0,13,1,2,0,BB,ITA,Online TA,Direct,0,1,1,F,C,0,No Deposit,4.0,5.0,13,Transient,300.3215022549141,0,0,Check-Out,2023-03-17,31.25029259093621,121.53610427393168,2023-08-21,0,3,0,13,0.0,3,1
City Hotel,0,242,2022,May,5,11,5,1,9,1,1,0,BB,CHN,Direct,Direct,0,2,1,D,B,0,No Deposit,12.0,5.0,18,Transient-Party,174.57020874992108,2,0,Check-Out,2023-09-15,31.147915753966053,121.5855015981116,2022-05-05,3,2,0,10,0.1,2,1
Resort Hotel,0,153,2022,February,2,22,1,0,8,1,1,1,BB,ESP,Direct,TA/TO,0,0,2,H,A,0,Refundable,18.0,5.0,3,Transient,414.5432326652033,0,3,Check-Out,2022-04-16,31.220410509241635,121.53471490324148,2022-02-01,1,1,0,8,0.0,3,1
Resort Hotel,0,62,2023,April,4,18,14,3,4,1,2,0,BB,GBR,Online TA,Corporate,0,1,0,F,H,1,No Deposit,15.0,5.0,4,Transient-Party,468.5873554060866,0,2,Check-Out,2023-04-08,31.11925508695855,121.57294063649564,2023-04-14,4,2,0,7,0.42857142857142855,3,1
Resort Hotel,1,183,2023,January,1,52,17,3,8,2,0,1,SC,PRT,Offline TA,Corporate,1,0,0,B,H,3,Refundable,15.0,5.0,23,Group,176.77602337625007,2,1,Canceled,2022-05-06,31.256491419615745,121.51068367391512,2023-01-17,1,1,0,11,0.2727272727272727,3,1
Resort Hotel,1,193,2023,August,8,3,4,2,0,3,0,1,BB,USA,Direct,Corporate,0,2,2,A,G,0,Refundable,7.0,5.0,29,Transient-Party,70.18158410019043,1,4,Canceled,2022-12-01,31.11875104848569,121.47678373749454,2023-08-04,4,3,0,2,1.0,4,1
Resort Hotel,0,276,2023,February,2,11,16,0,5,3,3,0,BB,PRT,Corporate,Direct,0,1,0,G,H,1,Refundable,17.0,5.0,4,Transient,142.17740658256406,1,0,Check-Out,2022-09-26,31.232876143541134,121.52305869887466,2023-02-16,3,1,0,5,0.0,6,1
City Hotel,1,349,2023,December,12,12,17,3,9,1,2,0,FB,DEU,Online TA,Corporate,0,1,3,E,H,0,No Deposit,11.0,5.0,17,Transient,455.0742762208849,1,2,Canceled,2023-09-14,31.13530741790582,121.45137579927452,2023-12-17,6,4,1,12,0.25,3,1
